ent_station,ext_station,ent_time_period,riders_average_sunday
Silver Spring,Medical Center,PM Peak,0.5
Silver Spring,Metro Center,PM Peak,39.5
Silver Spring,Minnesota Avenue,PM Peak,2.25
Silver Spring,Morgan Blvd.,PM Peak,1.0
Silver Spring,Mt. Vernon Square-UDC,PM Peak,5.75
Silver Spring,Navy Yard,PM Peak,27.5
Silver Spring,Naylor Road,PM Peak,2.75
Silver Spring,New Carrollton,PM Peak,2.0
Silver Spring,New York Ave,PM Peak,19.25
Silver Spring,Pentagon,PM Peak,6.25
Silver Spring,Pentagon City,PM Peak,15.75
Silver Spring,Potomac Avenue,PM Peak,2.75
Silver Spring,Prince George's Plaza,PM Peak,7.5
Silver Spring,Reagan Washington National Airport,PM Peak,11.0
Silver Spring,Rhode Island Avenue,PM Peak,28.75
Silver Spring,Rockville,PM Peak,2.75
Silver Spring,Rosslyn,PM Peak,4.0
Silver Spring,Shady Grove,PM Peak,12.25
Silver Spring,Shaw-Howard University,PM Peak,8.5
Silver Spring,Silver Spring,PM Peak,36.25
Silver Spring,Smithsonian,PM Peak,16.5
Silver Spring,Southern Avenue,PM Peak,6.25
Silver Spring,Stadium-Armory,PM Peak,4.0
Silver Spring,Suitland,PM Peak,10.0
Silver Spring,Takoma,PM Peak,30.5
Silver Spring,Tenleytown-AU,PM Peak,5.5
Silver Spring,Twinbrook,PM Peak,0.5
Silver Spring,U Street-Cardozo,PM Peak,21.0
Silver Spring,Union Station,PM Peak,79.5
Silver Spring,Van Dorn Street,PM Peak,4.5
Silver Spring,Van Ness-UDC,PM Peak,3.0
Silver Spring,Vienna,PM Peak,5.5
Silver Spring,Virginia Square-GMU,PM Peak,0.5
Silver Spring,Waterfront,PM Peak,5.5
Silver Spring,West Falls Church,PM Peak,3.75
Silver Spring,West Hyattsville,PM Peak,12.25
Silver Spring,Wheaton,PM Peak,55.0
Silver Spring,White Flint,PM Peak,0.25
Silver Spring,Woodley Park-Zoo,PM Peak,18.0
Smithsonian,Addison Road,PM Peak,7.0
Smithsonian,Anacostia,PM Peak,16.25
Smithsonian,Archives-Navy Memorial,PM Peak,7.75
Smithsonian,Arlington Cemetery,PM Peak,83.0
Smithsonian,Ballston,PM Peak,112.0
Smithsonian,Benning Road,PM Peak,9.5
Smithsonian,Bethesda,PM Peak,77.5
Smithsonian,Braddock Road,PM Peak,50.25
Smithsonian,Branch Avenue,PM Peak,79.25
Smithsonian,Brookland,PM Peak,10.25
Smithsonian,Capitol Heights,PM Peak,7.0
Smithsonian,Capitol South,PM Peak,42.0
Smithsonian,Cheverly,PM Peak,9.0
Smithsonian,Clarendon,PM Peak,55.25
Smithsonian,Cleveland Park,PM Peak,16.5
Smithsonian,College Park-U of MD,PM Peak,11.5
Smithsonian,Columbia Heights,PM Peak,28.5
Smithsonian,Congress Heights,PM Peak,2.5
Smithsonian,Court House,PM Peak,51.75
Smithsonian,Crystal City,PM Peak,250.75
Smithsonian,Deanwood,PM Peak,4.5
Smithsonian,Dunn Loring,PM Peak,99.0
Smithsonian,Dupont Circle,PM Peak,160.25
Smithsonian,East Falls Church,PM Peak,123.75
Smithsonian,Eastern Market,PM Peak,63.75
Smithsonian,Eisenhower Avenue,PM Peak,27.0
Smithsonian,Farragut North,PM Peak,30.75
Smithsonian,Farragut West,PM Peak,68.5
Smithsonian,Federal Center SW,PM Peak,17.0
Smithsonian,Federal Triangle,PM Peak,13.5
Smithsonian,Foggy Bottom,PM Peak,246.25
Smithsonian,Forest Glen,PM Peak,14.75
Smithsonian,Fort Totten,PM Peak,70.75
Smithsonian,Franconia-Springfield,PM Peak,228.0
Smithsonian,Friendship Heights,PM Peak,50.0
Smithsonian,Gallery Place-Chinatown,PM Peak,126.25
Smithsonian,Georgia Avenue-Petworth,PM Peak,6.25
Smithsonian,Glenmont,PM Peak,31.25
Smithsonian,Greenbelt,PM Peak,37.0
Smithsonian,Grosvenor,PM Peak,37.75
Smithsonian,Huntington,PM Peak,71.75
Smithsonian,Judiciary Square,PM Peak,9.5
Smithsonian,King Street,PM Peak,180.0
Smithsonian,Landover,PM Peak,7.0
Smithsonian,Largo Town Center,PM Peak,38.75
Smithsonian,L'Enfant Plaza,PM Peak,22.25
Smithsonian,McPherson Square,PM Peak,106.75
Smithsonian,Medical Center,PM Peak,16.75
Smithsonian,Metro Center,PM Peak,156.75
Smithsonian,Minnesota Avenue,PM Peak,9.0
Smithsonian,Morgan Blvd.,PM Peak,11.0
Smithsonian,Mt. Vernon Square-UDC,PM Peak,12.0
Smithsonian,Navy Yard,PM Peak,26.25
Smithsonian,Naylor Road,PM Peak,8.5
Smithsonian,New Carrollton,PM Peak,190.75
Smithsonian,New York Ave,PM Peak,27.5
Smithsonian,Pentagon,PM Peak,43.5
Smithsonian,Pentagon City,PM Peak,210.5
Smithsonian,Potomac Avenue,PM Peak,17.75
Smithsonian,Prince George's Plaza,PM Peak,8.5
Smithsonian,Reagan Washington National Airport,PM Peak,41.75
Smithsonian,Rhode Island Avenue,PM Peak,7.75
Smithsonian,Rockville,PM Peak,31.5
Smithsonian,Rosslyn,PM Peak,187.25
Smithsonian,Shady Grove,PM Peak,190.5
Smithsonian,Shaw-Howard University,PM Peak,7.75
Smithsonian,Silver Spring,PM Peak,99.75
Smithsonian,Smithsonian,PM Peak,42.25
Smithsonian,Southern Avenue,PM Peak,9.0
Smithsonian,Stadium-Armory,PM Peak,7.25
Smithsonian,Suitland,PM Peak,8.75
Smithsonian,Takoma,PM Peak,12.5
Smithsonian,Tenleytown-AU,PM Peak,25.75
Smithsonian,Twinbrook,PM Peak,23.0
Smithsonian,U Street-Cardozo,PM Peak,35.5
Smithsonian,Union Station,PM Peak,152.25
Smithsonian,Van Dorn Street,PM Peak,42.5
Smithsonian,Van Ness-UDC,PM Peak,21.5
Smithsonian,Vienna,PM Peak,358.0
Smithsonian,Virginia Square-GMU,PM Peak,31.5
Smithsonian,Waterfront,PM Peak,8.5
Smithsonian,West Falls Church,PM Peak,101.25
Smithsonian,West Hyattsville,PM Peak,2.25
Smithsonian,Wheaton,PM Peak,19.25
Smithsonian,White Flint,PM Peak,10.25
Smithsonian,Woodley Park-Zoo,PM Peak,134.5
Southern Avenue,Addison Road,PM Peak,4.0
Southern Avenue,Anacostia,PM Peak,13.25
Southern Avenue,Archives-Navy Memorial,PM Peak,3.0
Southern Avenue,Ballston,PM Peak,2.25
Southern Avenue,Benning Road,PM Peak,6.25
Southern Avenue,Bethesda,PM Peak,1.25
Southern Avenue,Braddock Road,PM Peak,2.0
Southern Avenue,Branch Avenue,PM Peak,8.5
Southern Avenue,Brookland,PM Peak,2.75
Southern Avenue,Capitol Heights,PM Peak,3.25
Southern Avenue,Capitol South,PM Peak,0.75
Southern Avenue,Cheverly,PM Peak,0.5
Southern Avenue,Clarendon,PM Peak,0.75
Southern Avenue,Cleveland Park,PM Peak,0.5
Southern Avenue,Columbia Heights,PM Peak,16.5
Southern Avenue,Congress Heights,PM Peak,6.75
Southern Avenue,Crystal City,PM Peak,0.75
Southern Avenue,Deanwood,PM Peak,3.25
Southern Avenue,Dunn Loring,PM Peak,0.75
Southern Avenue,Dupont Circle,PM Peak,3.75
Southern Avenue,East Falls Church,PM Peak,0.5
Southern Avenue,Eastern Market,PM Peak,1.25
Southern Avenue,Eisenhower Avenue,PM Peak,1.25
Southern Avenue,Farragut North,PM Peak,1.5
Southern Avenue,Farragut West,PM Peak,1.5
Southern Avenue,Foggy Bottom,PM Peak,9.25
Southern Avenue,Fort Totten,PM Peak,15.25
Southern Avenue,Franconia-Springfield,PM Peak,1.5
Southern Avenue,Friendship Heights,PM Peak,1.5
Southern Avenue,Gallery Place-Chinatown,PM Peak,31.0
Southern Avenue,Georgia Avenue-Petworth,PM Peak,7.25
Southern Avenue,Glenmont,PM Peak,3.0
Southern Avenue,Greenbelt,PM Peak,3.25
Southern Avenue,Grosvenor,PM Peak,0.25
Southern Avenue,Huntington,PM Peak,2.5
Southern Avenue,Judiciary Square,PM Peak,0.25
Southern Avenue,King Street,PM Peak,2.0
Southern Avenue,Landover,PM Peak,3.5
Southern Avenue,Largo Town Center,PM Peak,5.25
Southern Avenue,L'Enfant Plaza,PM Peak,2.0
Southern Avenue,McPherson Square,PM Peak,3.0
Southern Avenue,Medical Center,PM Peak,0.25
Southern Avenue,Metro Center,PM Peak,3.25
Southern Avenue,Minnesota Avenue,PM Peak,6.0
Southern Avenue,Morgan Blvd.,PM Peak,0.25
Southern Avenue,Mt. Vernon Square-UDC,PM Peak,2.75
Southern Avenue,Navy Yard,PM Peak,16.75
Southern Avenue,Naylor Road,PM Peak,13.75
Southern Avenue,New Carrollton,PM Peak,4.25
Southern Avenue,New York Ave,PM Peak,4.25
Southern Avenue,Pentagon,PM Peak,1.75
Southern Avenue,Pentagon City,PM Peak,10.25
Southern Avenue,Potomac Avenue,PM Peak,2.5
Southern Avenue,Prince George's Plaza,PM Peak,5.5
Southern Avenue,Reagan Washington National Airport,PM Peak,1.0
Southern Avenue,Rhode Island Avenue,PM Peak,6.25
Southern Avenue,Rockville,PM Peak,0.75
Southern Avenue,Rosslyn,PM Peak,2.0
Southern Avenue,Shady Grove,PM Peak,1.5
Southern Avenue,Shaw-Howard University,PM Peak,6.25
Southern Avenue,Silver Spring,PM Peak,6.0
Southern Avenue,Smithsonian,PM Peak,1.5
Southern Avenue,Southern Avenue,PM Peak,3.25
Southern Avenue,Stadium-Armory,PM Peak,2.75
Southern Avenue,Suitland,PM Peak,20.0
Southern Avenue,Takoma,PM Peak,2.25
Southern Avenue,Tenleytown-AU,PM Peak,0.5
Southern Avenue,Twinbrook,PM Peak,0.5
Southern Avenue,U Street-Cardozo,PM Peak,7.75
Southern Avenue,Union Station,PM Peak,5.25
Southern Avenue,Van Dorn Street,PM Peak,1.75
Southern Avenue,Van Ness-UDC,PM Peak,0.25
Southern Avenue,Vienna,PM Peak,0.25
Southern Avenue,Virginia Square-GMU,PM Peak,0.25
Southern Avenue,Waterfront,PM Peak,9.5
Southern Avenue,West Hyattsville,PM Peak,3.0
Southern Avenue,Wheaton,PM Peak,2.75
Southern Avenue,White Flint,PM Peak,0.5
Southern Avenue,Woodley Park-Zoo,PM Peak,4.0
Stadium-Armory,Addison Road,PM Peak,7.0
Stadium-Armory,Anacostia,PM Peak,4.0
Stadium-Armory,Archives-Navy Memorial,PM Peak,0.5
Stadium-Armory,Ballston,PM Peak,2.0
Stadium-Armory,Benning Road,PM Peak,9.0
Stadium-Armory,Bethesda,PM Peak,0.75
Stadium-Armory,Braddock Road,PM Peak,2.75
Stadium-Armory,Branch Avenue,PM Peak,1.5
Stadium-Armory,Brookland,PM Peak,0.25
Stadium-Armory,Capitol Heights,PM Peak,8.75
Stadium-Armory,Capitol South,PM Peak,6.0
Stadium-Armory,Cheverly,PM Peak,0.75
Stadium-Armory,Clarendon,PM Peak,1.0
Stadium-Armory,Cleveland Park,PM Peak,0.5
Stadium-Armory,College Park-U of MD,PM Peak,0.5
Stadium-Armory,Columbia Heights,PM Peak,11.25
Stadium-Armory,Congress Heights,PM Peak,1.25
Stadium-Armory,Court House,PM Peak,0.75
Stadium-Armory,Crystal City,PM Peak,2.75
Stadium-Armory,Deanwood,PM Peak,5.0
Stadium-Armory,Dunn Loring,PM Peak,0.25
Stadium-Armory,Dupont Circle,PM Peak,4.0
Stadium-Armory,East Falls Church,PM Peak,1.0
Stadium-Armory,Eastern Market,PM Peak,12.0
Stadium-Armory,Eisenhower Avenue,PM Peak,0.75
Stadium-Armory,Farragut North,PM Peak,1.25
Stadium-Armory,Farragut West,PM Peak,5.25
Stadium-Armory,Federal Center SW,PM Peak,2.75
Stadium-Armory,Federal Triangle,PM Peak,0.25
Stadium-Armory,Foggy Bottom,PM Peak,5.5
Stadium-Armory,Fort Totten,PM Peak,2.75
Stadium-Armory,Franconia-Springfield,PM Peak,1.5
Stadium-Armory,Friendship Heights,PM Peak,0.75
Stadium-Armory,Gallery Place-Chinatown,PM Peak,10.75
Stadium-Armory,Georgia Avenue-Petworth,PM Peak,3.0
Stadium-Armory,Glenmont,PM Peak,0.5
Stadium-Armory,Greenbelt,PM Peak,0.75
Stadium-Armory,Grosvenor,PM Peak,0.5
Stadium-Armory,Huntington,PM Peak,1.25
Stadium-Armory,Judiciary Square,PM Peak,0.5
Stadium-Armory,King Street,PM Peak,1.25
Stadium-Armory,Landover,PM Peak,5.5
Stadium-Armory,Largo Town Center,PM Peak,10.75
Stadium-Armory,L'Enfant Plaza,PM Peak,2.0
Stadium-Armory,McPherson Square,PM Peak,2.25
Stadium-Armory,Medical Center,PM Peak,0.75
Stadium-Armory,Metro Center,PM Peak,13.0
Stadium-Armory,Minnesota Avenue,PM Peak,8.75
Stadium-Armory,Morgan Blvd.,PM Peak,1.25
Stadium-Armory,Mt. Vernon Square-UDC,PM Peak,1.25
Stadium-Armory,Navy Yard,PM Peak,4.75
Stadium-Armory,Naylor Road,PM Peak,1.75
Stadium-Armory,New Carrollton,PM Peak,8.75
Stadium-Armory,New York Ave,PM Peak,0.5
Stadium-Armory,Pentagon,PM Peak,0.75
Stadium-Armory,Pentagon City,PM Peak,4.0
Stadium-Armory,Potomac Avenue,PM Peak,5.25
Stadium-Armory,Prince George's Plaza,PM Peak,0.5
Stadium-Armory,Reagan Washington National Airport,PM Peak,1.0
Stadium-Armory,Rhode Island Avenue,PM Peak,2.5
Stadium-Armory,Rockville,PM Peak,0.25
Stadium-Armory,Rosslyn,PM Peak,3.75
Stadium-Armory,Shady Grove,PM Peak,2.25
Stadium-Armory,Shaw-Howard University,PM Peak,0.75
Stadium-Armory,Silver Spring,PM Peak,2.5
Stadium-Armory,Smithsonian,PM Peak,6.25
Stadium-Armory,Southern Avenue,PM Peak,2.0
Stadium-Armory,Stadium-Armory,PM Peak,5.5
Stadium-Armory,Suitland,PM Peak,2.0
Stadium-Armory,Takoma,PM Peak,0.75
Stadium-Armory,U Street-Cardozo,PM Peak,3.5
Stadium-Armory,Union Station,PM Peak,1.0
Stadium-Armory,Van Dorn Street,PM Peak,1.25
Stadium-Armory,Vienna,PM Peak,1.25
Stadium-Armory,Waterfront,PM Peak,1.5
Stadium-Armory,West Falls Church,PM Peak,0.75
Stadium-Armory,West Hyattsville,PM Peak,0.75
Stadium-Armory,Wheaton,PM Peak,1.5
Stadium-Armory,Woodley Park-Zoo,PM Peak,2.0
Suitland,Addison Road,PM Peak,1.25
Suitland,Anacostia,PM Peak,31.0
Suitland,Archives-Navy Memorial,PM Peak,5.25
Suitland,Ballston,PM Peak,2.75
Suitland,Benning Road,PM Peak,3.25
Suitland,Bethesda,PM Peak,0.5
Suitland,Braddock Road,PM Peak,1.0
Suitland,Branch Avenue,PM Peak,14.75
Suitland,Brookland,PM Peak,2.5
Suitland,Capitol Heights,PM Peak,2.0
Suitland,Capitol South,PM Peak,0.25
Suitland,Cheverly,PM Peak,0.25
Suitland,Clarendon,PM Peak,1.25
Suitland,College Park-U of MD,PM Peak,0.5
Suitland,Columbia Heights,PM Peak,14.25
Suitland,Congress Heights,PM Peak,11.25
Suitland,Court House,PM Peak,1.0
Suitland,Crystal City,PM Peak,2.5
Suitland,Deanwood,PM Peak,1.25
Suitland,Dunn Loring,PM Peak,0.5
Suitland,Dupont Circle,PM Peak,3.0
Suitland,Eastern Market,PM Peak,2.0
Suitland,Eisenhower Avenue,PM Peak,2.5
Suitland,Farragut North,PM Peak,2.75
Suitland,Farragut West,PM Peak,1.5
Suitland,Federal Center SW,PM Peak,1.25
Suitland,Foggy Bottom,PM Peak,1.75
Suitland,Forest Glen,PM Peak,0.75
Suitland,Fort Totten,PM Peak,21.75
Suitland,Franconia-Springfield,PM Peak,0.75
Suitland,Friendship Heights,PM Peak,1.5
Suitland,Gallery Place-Chinatown,PM Peak,25.5
Suitland,Georgia Avenue-Petworth,PM Peak,7.5
Suitland,Glenmont,PM Peak,3.0
Suitland,Greenbelt,PM Peak,3.75
Suitland,Huntington,PM Peak,2.75
Suitland,Judiciary Square,PM Peak,0.25
Suitland,King Street,PM Peak,2.25
Suitland,Landover,PM Peak,0.75
Suitland,Largo Town Center,PM Peak,3.25
Suitland,L'Enfant Plaza,PM Peak,5.75
Suitland,McPherson Square,PM Peak,0.75
Suitland,Medical Center,PM Peak,0.75
Suitland,Metro Center,PM Peak,1.5
Suitland,Minnesota Avenue,PM Peak,2.75
Suitland,Morgan Blvd.,PM Peak,1.0
Suitland,Mt. Vernon Square-UDC,PM Peak,4.0
Suitland,Navy Yard,PM Peak,20.75
Suitland,Naylor Road,PM Peak,11.25
Suitland,New Carrollton,PM Peak,4.0
Suitland,New York Ave,PM Peak,2.25
Suitland,Pentagon,PM Peak,2.25
Suitland,Pentagon City,PM Peak,11.5
Suitland,Potomac Avenue,PM Peak,1.75
Suitland,Prince George's Plaza,PM Peak,4.75
Suitland,Reagan Washington National Airport,PM Peak,0.5
Suitland,Rhode Island Avenue,PM Peak,5.5
Suitland,Rockville,PM Peak,0.75
Suitland,Rosslyn,PM Peak,1.75
Suitland,Shady Grove,PM Peak,2.75
Suitland,Shaw-Howard University,PM Peak,5.25
Suitland,Silver Spring,PM Peak,5.25
Suitland,Smithsonian,PM Peak,0.5
Suitland,Southern Avenue,PM Peak,16.0
Suitland,Stadium-Armory,PM Peak,1.25
Suitland,Suitland,PM Peak,6.0
Suitland,Takoma,PM Peak,1.5
Suitland,Tenleytown-AU,PM Peak,2.0
Suitland,Twinbrook,PM Peak,0.25
Suitland,U Street-Cardozo,PM Peak,7.75
Suitland,Union Station,PM Peak,5.5
Suitland,Van Ness-UDC,PM Peak,0.75
Suitland,Vienna,PM Peak,1.0
Suitland,Waterfront,PM Peak,7.5
Suitland,West Falls Church,PM Peak,1.5
Suitland,West Hyattsville,PM Peak,5.5
Suitland,Wheaton,PM Peak,2.25
Suitland,White Flint,PM Peak,0.25
Suitland,Woodley Park-Zoo,PM Peak,2.25
Takoma,Addison Road,PM Peak,2.25
Takoma,Anacostia,PM Peak,2.75
Takoma,Archives-Navy Memorial,PM Peak,0.75
Takoma,Ballston,PM Peak,2.75
Takoma,Benning Road,PM Peak,1.75
Takoma,Bethesda,PM Peak,1.25
Takoma,Braddock Road,PM Peak,0.75
Takoma,Branch Avenue,PM Peak,3.25
Takoma,Brookland,PM Peak,13.25
Takoma,Capitol Heights,PM Peak,0.75
Takoma,Capitol South,PM Peak,0.25
Takoma,Clarendon,PM Peak,1.25
Takoma,Cleveland Park,PM Peak,2.25
Takoma,College Park-U of MD,PM Peak,0.75
Takoma,Columbia Heights,PM Peak,16.5
Takoma,Congress Heights,PM Peak,0.5
Takoma,Court House,PM Peak,0.75
Takoma,Crystal City,PM Peak,0.5
Takoma,Deanwood,PM Peak,0.5
Takoma,Dupont Circle,PM Peak,23.0
Takoma,East Falls Church,PM Peak,0.5
Takoma,Eastern Market,PM Peak,5.0
Takoma,Eisenhower Avenue,PM Peak,0.5
Takoma,Farragut North,PM Peak,13.0
Takoma,Federal Center SW,PM Peak,0.5
Takoma,Federal Triangle,PM Peak,1.0
Takoma,Foggy Bottom,PM Peak,8.25
Takoma,Forest Glen,PM Peak,2.5
Takoma,Fort Totten,PM Peak,13.0
Takoma,Franconia-Springfield,PM Peak,0.5
Takoma,Friendship Heights,PM Peak,3.5
Takoma,Gallery Place-Chinatown,PM Peak,27.0
Takoma,Georgia Avenue-Petworth,PM Peak,2.75
Takoma,Glenmont,PM Peak,7.5
Takoma,Greenbelt,PM Peak,2.5
Takoma,Grosvenor,PM Peak,0.75
Takoma,Huntington,PM Peak,1.5
Takoma,Judiciary Square,PM Peak,5.75
Takoma,King Street,PM Peak,0.75
Takoma,Landover,PM Peak,1.25
Takoma,Largo Town Center,PM Peak,2.0
Takoma,L'Enfant Plaza,PM Peak,2.5
Takoma,McPherson Square,PM Peak,2.25
Takoma,Medical Center,PM Peak,0.5
Takoma,Metro Center,PM Peak,17.0
Takoma,Minnesota Avenue,PM Peak,2.0
Takoma,Morgan Blvd.,PM Peak,0.5
Takoma,Mt. Vernon Square-UDC,PM Peak,1.25
Takoma,Navy Yard,PM Peak,9.75
Takoma,Naylor Road,PM Peak,0.75
Takoma,New Carrollton,PM Peak,2.0
Takoma,New York Ave,PM Peak,9.0
Takoma,Pentagon,PM Peak,2.75
Takoma,Pentagon City,PM Peak,4.25
Takoma,Potomac Avenue,PM Peak,2.0
Takoma,Prince George's Plaza,PM Peak,2.25
Takoma,Reagan Washington National Airport,PM Peak,4.0
Takoma,Rhode Island Avenue,PM Peak,12.25
Takoma,Rockville,PM Peak,2.0
Takoma,Rosslyn,PM Peak,3.5
Takoma,Shady Grove,PM Peak,1.25
Takoma,Shaw-Howard University,PM Peak,2.0
Takoma,Silver Spring,PM Peak,33.0
Takoma,Smithsonian,PM Peak,7.25
Takoma,Southern Avenue,PM Peak,3.0
Takoma,Stadium-Armory,PM Peak,1.0
Takoma,Suitland,PM Peak,1.5
Takoma,Takoma,PM Peak,13.0
Takoma,Tenleytown-AU,PM Peak,2.5
Takoma,Twinbrook,PM Peak,1.0
Takoma,U Street-Cardozo,PM Peak,9.25
Takoma,Union Station,PM Peak,30.5
Takoma,Van Dorn Street,PM Peak,1.0
Takoma,Van Ness-UDC,PM Peak,2.75
Takoma,Vienna,PM Peak,2.5
Takoma,Virginia Square-GMU,PM Peak,0.25
Takoma,Waterfront,PM Peak,2.75
Takoma,West Falls Church,PM Peak,1.5
Takoma,West Hyattsville,PM Peak,2.75
Takoma,Wheaton,PM Peak,12.25
Takoma,Woodley Park-Zoo,PM Peak,7.25
Tenleytown-AU,Addison Road,PM Peak,2.0
Tenleytown-AU,Anacostia,PM Peak,3.5
Tenleytown-AU,Archives-Navy Memorial,PM Peak,2.75
Tenleytown-AU,Arlington Cemetery,PM Peak,1.0
Tenleytown-AU,Ballston,PM Peak,6.0
Tenleytown-AU,Benning Road,PM Peak,3.0
Tenleytown-AU,Bethesda,PM Peak,47.25
Tenleytown-AU,Braddock Road,PM Peak,1.75
Tenleytown-AU,Branch Avenue,PM Peak,3.5
Tenleytown-AU,Brookland,PM Peak,3.25
Tenleytown-AU,Capitol Heights,PM Peak,0.75
Tenleytown-AU,Capitol South,PM Peak,2.5
Tenleytown-AU,Cheverly,PM Peak,1.5
Tenleytown-AU,Clarendon,PM Peak,1.0
Tenleytown-AU,Cleveland Park,PM Peak,22.0
Tenleytown-AU,College Park-U of MD,PM Peak,1.5
Tenleytown-AU,Columbia Heights,PM Peak,9.0
Tenleytown-AU,Congress Heights,PM Peak,2.75
Tenleytown-AU,Court House,PM Peak,1.5
Tenleytown-AU,Crystal City,PM Peak,4.25
Tenleytown-AU,Deanwood,PM Peak,0.25
Tenleytown-AU,Dunn Loring,PM Peak,0.5
Tenleytown-AU,Dupont Circle,PM Peak,84.25
Tenleytown-AU,East Falls Church,PM Peak,1.75
Tenleytown-AU,Eastern Market,PM Peak,6.5
Tenleytown-AU,Eisenhower Avenue,PM Peak,0.5
Tenleytown-AU,Farragut North,PM Peak,21.25
Tenleytown-AU,Farragut West,PM Peak,1.0
Tenleytown-AU,Federal Center SW,PM Peak,3.5
Tenleytown-AU,Federal Triangle,PM Peak,1.0
Tenleytown-AU,Foggy Bottom,PM Peak,3.5
Tenleytown-AU,Forest Glen,PM Peak,3.0
Tenleytown-AU,Fort Totten,PM Peak,11.0
Tenleytown-AU,Franconia-Springfield,PM Peak,2.5
Tenleytown-AU,Friendship Heights,PM Peak,31.5
Tenleytown-AU,Gallery Place-Chinatown,PM Peak,40.75
Tenleytown-AU,Georgia Avenue-Petworth,PM Peak,2.75
Tenleytown-AU,Glenmont,PM Peak,2.75
Tenleytown-AU,Greenbelt,PM Peak,2.0
Tenleytown-AU,Grosvenor,PM Peak,8.5
Tenleytown-AU,Huntington,PM Peak,3.0
Tenleytown-AU,Judiciary Square,PM Peak,7.0
Tenleytown-AU,King Street,PM Peak,4.0
Tenleytown-AU,Landover,PM Peak,1.25
Tenleytown-AU,Largo Town Center,PM Peak,2.5
Tenleytown-AU,L'Enfant Plaza,PM Peak,5.75
Tenleytown-AU,Medical Center,PM Peak,5.25
Tenleytown-AU,Metro Center,PM Peak,24.0
Tenleytown-AU,Minnesota Avenue,PM Peak,1.25
Tenleytown-AU,Morgan Blvd.,PM Peak,0.25
Tenleytown-AU,Mt. Vernon Square-UDC,PM Peak,4.0
Tenleytown-AU,Navy Yard,PM Peak,24.75
Tenleytown-AU,Naylor Road,PM Peak,0.5
Tenleytown-AU,New Carrollton,PM Peak,4.75
Tenleytown-AU,New York Ave,PM Peak,6.5
Tenleytown-AU,Pentagon,PM Peak,3.25
Tenleytown-AU,Pentagon City,PM Peak,7.75
Tenleytown-AU,Potomac Avenue,PM Peak,2.25
Tenleytown-AU,Prince George's Plaza,PM Peak,1.5
Tenleytown-AU,Reagan Washington National Airport,PM Peak,4.5
Tenleytown-AU,Rhode Island Avenue,PM Peak,5.5
Tenleytown-AU,Rockville,PM Peak,10.25
Tenleytown-AU,Rosslyn,PM Peak,2.0
Tenleytown-AU,Shady Grove,PM Peak,24.5
Tenleytown-AU,Shaw-Howard University,PM Peak,3.25
Tenleytown-AU,Silver Spring,PM Peak,5.5
Tenleytown-AU,Smithsonian,PM Peak,8.0
Tenleytown-AU,Southern Avenue,PM Peak,3.25
Tenleytown-AU,Stadium-Armory,PM Peak,1.25
Tenleytown-AU,Suitland,PM Peak,2.0
Tenleytown-AU,Takoma,PM Peak,6.0
Tenleytown-AU,Tenleytown-AU,PM Peak,14.0
Tenleytown-AU,Twinbrook,PM Peak,10.0
Tenleytown-AU,U Street-Cardozo,PM Peak,4.0
Tenleytown-AU,Union Station,PM Peak,48.5
Tenleytown-AU,Van Dorn Street,PM Peak,0.25
Tenleytown-AU,Van Ness-UDC,PM Peak,19.25
Tenleytown-AU,Vienna,PM Peak,3.25
Tenleytown-AU,Virginia Square-GMU,PM Peak,2.25
Tenleytown-AU,Waterfront,PM Peak,6.25
Tenleytown-AU,West Falls Church,PM Peak,1.75
Tenleytown-AU,West Hyattsville,PM Peak,0.75
Tenleytown-AU,Wheaton,PM Peak,1.5
Tenleytown-AU,White Flint,PM Peak,6.75
Tenleytown-AU,Woodley Park-Zoo,PM Peak,51.0
Twinbrook,Addison Road,PM Peak,0.75
Twinbrook,Anacostia,PM Peak,0.75
Twinbrook,Archives-Navy Memorial,PM Peak,0.5
Twinbrook,Arlington Cemetery,PM Peak,0.5
Twinbrook,Ballston,PM Peak,0.75
Twinbrook,Benning Road,PM Peak,0.25
Twinbrook,Bethesda,PM Peak,29.0
Twinbrook,Braddock Road,PM Peak,0.25
