ent_station,ext_station,riders_average_weekday_late_night
Union Station,Court House,3.25
Union Station,Crystal City,4.75
Union Station,Deanwood,0.625
Union Station,Dunn Loring,2.75
Union Station,Dupont Circle,40.25
Union Station,East Falls Church,5.125
Union Station,Eastern Market,1.875
Union Station,Eisenhower Avenue,2.0
Union Station,Farragut North,7.75
Union Station,Farragut West,0.25
Union Station,Federal Triangle,0.125
Union Station,Foggy Bottom,7.875
Union Station,Forest Glen,7.625
Union Station,Fort Totten,17.0
Union Station,Franconia-Springfield,5.5
Union Station,Friendship Heights,6.5
Union Station,Gallery Place-Chinatown,10.625
Union Station,Georgia Avenue-Petworth,5.125
Union Station,Glenmont,11.125
Union Station,Greenbelt,3.875
Union Station,Grosvenor,8.0
Union Station,Huntington,2.25
Union Station,Judiciary Square,0.5
Union Station,King Street,3.25
Union Station,L'Enfant Plaza,0.5
Union Station,Landover,0.75
Union Station,Largo Town Center,1.125
Union Station,McPherson Square,1.125
Union Station,Medical Center,0.875
Union Station,Metro Center,7.625
Union Station,Minnesota Avenue,0.375
Union Station,Morgan Blvd.,0.875
Union Station,Mt. Vernon Square-UDC,1.875
Union Station,Navy Yard,0.625
Union Station,Naylor Road,1.625
Union Station,New Carrollton,1.75
Union Station,New York Ave,4.625
Union Station,Pentagon,1.5
Union Station,Pentagon City,4.5
Union Station,Potomac Avenue,0.375
Union Station,Prince George's Plaza,3.625
Union Station,Reagan Washington National Airport,0.5
Union Station,Rhode Island Avenue,3.25
Union Station,Rockville,5.0
Union Station,Rosslyn,19.75
Union Station,Shady Grove,18.125
Union Station,Shaw-Howard University,0.625
Union Station,Silver Spring,34.375
Union Station,Southern Avenue,1.875
Union Station,Stadium-Armory,0.125
Union Station,Suitland,1.25
Union Station,Takoma,9.375
Union Station,Tenleytown-AU,9.5
Union Station,Twinbrook,3.5
Union Station,U Street-Cardozo,4.625
Union Station,Union Station,15.5
Union Station,Van Dorn Street,1.0
Union Station,Van Ness-UDC,8.75
Union Station,Vienna,9.75
Union Station,Virginia Square-GMU,2.0
Union Station,Waterfront,2.0
Union Station,West Falls Church,2.5
Union Station,West Hyattsville,1.625
Union Station,Wheaton,7.0
Union Station,White Flint,2.0
Union Station,Woodley Park-Zoo,11.75
Van Dorn Street,Archives-Navy Memorial,0.125
Van Dorn Street,Ballston,0.25
Van Dorn Street,Braddock Road,0.5
Van Dorn Street,Capitol South,0.25
Van Dorn Street,Clarendon,1.0
Van Dorn Street,Cleveland Park,0.5
Van Dorn Street,Columbia Heights,0.625
Van Dorn Street,Court House,0.125
Van Dorn Street,Crystal City,0.75
Van Dorn Street,East Falls Church,0.25
Van Dorn Street,Eastern Market,0.25
Van Dorn Street,Farragut West,0.625
Van Dorn Street,Federal Center SW,0.125
Van Dorn Street,Foggy Bottom,0.5
Van Dorn Street,Fort Totten,0.375
Van Dorn Street,Franconia-Springfield,1.375
Van Dorn Street,Friendship Heights,0.25
Van Dorn Street,Gallery Place-Chinatown,0.125
Van Dorn Street,Georgia Avenue-Petworth,0.5
Van Dorn Street,Greenbelt,0.25
Van Dorn Street,Grosvenor,0.25
Van Dorn Street,Huntington,1.625
Van Dorn Street,King Street,1.0
Van Dorn Street,Landover,0.125
Van Dorn Street,Largo Town Center,0.375
Van Dorn Street,McPherson Square,0.5
Van Dorn Street,Minnesota Avenue,0.125
Van Dorn Street,New Carrollton,0.625
Van Dorn Street,New York Ave,0.5
Van Dorn Street,Pentagon City,0.25
Van Dorn Street,Potomac Avenue,0.125
Van Dorn Street,Reagan Washington National Airport,0.25
Van Dorn Street,Rosslyn,0.375
Van Dorn Street,Silver Spring,0.25
Van Dorn Street,Suitland,0.125
Van Dorn Street,Twinbrook,0.25
Van Dorn Street,Van Dorn Street,0.875
Van Dorn Street,Van Ness-UDC,0.125
Van Dorn Street,Vienna,0.375
Van Dorn Street,Woodley Park-Zoo,0.5
Van Ness-UDC,Ballston,0.375
Van Ness-UDC,Bethesda,3.5
Van Ness-UDC,Braddock Road,0.125
Van Ness-UDC,Branch Avenue,0.125
Van Ness-UDC,Brookland,0.625
Van Ness-UDC,Capitol South,0.125
Van Ness-UDC,Cleveland Park,0.25
Van Ness-UDC,College Park-U of MD,0.25
Van Ness-UDC,Columbia Heights,0.625
Van Ness-UDC,Congress Heights,0.25
Van Ness-UDC,Court House,0.375
Van Ness-UDC,Crystal City,0.375
Van Ness-UDC,Dupont Circle,8.875
Van Ness-UDC,Eastern Market,0.125
Van Ness-UDC,Farragut North,1.625
Van Ness-UDC,Farragut West,0.125
Van Ness-UDC,Forest Glen,0.25
Van Ness-UDC,Fort Totten,1.125
Van Ness-UDC,Franconia-Springfield,0.25
Van Ness-UDC,Friendship Heights,1.125
Van Ness-UDC,Gallery Place-Chinatown,2.125
Van Ness-UDC,Georgia Avenue-Petworth,0.5
Van Ness-UDC,Glenmont,0.125
Van Ness-UDC,Greenbelt,0.625
Van Ness-UDC,Grosvenor,1.75
Van Ness-UDC,Huntington,0.25
Van Ness-UDC,Judiciary Square,0.25
Van Ness-UDC,King Street,0.25
Van Ness-UDC,L'Enfant Plaza,0.125
Van Ness-UDC,Largo Town Center,0.25
Van Ness-UDC,Medical Center,0.125
Van Ness-UDC,Metro Center,0.375
Van Ness-UDC,Minnesota Avenue,0.125
Van Ness-UDC,Mt. Vernon Square-UDC,0.5
Van Ness-UDC,New York Ave,0.875
Van Ness-UDC,Pentagon City,0.625
Van Ness-UDC,Potomac Avenue,0.125
Van Ness-UDC,Prince George's Plaza,0.125
Van Ness-UDC,Reagan Washington National Airport,0.375
Van Ness-UDC,Rhode Island Avenue,0.25
Van Ness-UDC,Rockville,0.875
Van Ness-UDC,Rosslyn,0.375
Van Ness-UDC,Shady Grove,1.375
Van Ness-UDC,Shaw-Howard University,0.5
Van Ness-UDC,Silver Spring,0.875
Van Ness-UDC,Stadium-Armory,0.125
Van Ness-UDC,Takoma,0.5
Van Ness-UDC,Tenleytown-AU,2.625
Van Ness-UDC,Twinbrook,1.25
Van Ness-UDC,U Street-Cardozo,0.25
Van Ness-UDC,Union Station,2.25
Van Ness-UDC,Van Dorn Street,0.25
Van Ness-UDC,Van Ness-UDC,3.0
Van Ness-UDC,Vienna,0.375
Van Ness-UDC,West Falls Church,0.125
Van Ness-UDC,West Hyattsville,0.625
Van Ness-UDC,Wheaton,0.125
Van Ness-UDC,White Flint,0.875
Van Ness-UDC,Woodley Park-Zoo,4.5
Vienna,Anacostia,0.25
Vienna,Ballston,3.0
Vienna,Bethesda,0.25
Vienna,Braddock Road,0.125
Vienna,Capitol South,0.125
Vienna,Clarendon,1.875
Vienna,College Park-U of MD,0.125
Vienna,Columbia Heights,0.25
Vienna,Court House,1.75
Vienna,Crystal City,0.25
Vienna,Dunn Loring,0.625
Vienna,Dupont Circle,0.625
Vienna,East Falls Church,0.5
Vienna,Eastern Market,0.875
Vienna,Farragut West,1.25
Vienna,Foggy Bottom,1.5
Vienna,Fort Totten,0.375
Vienna,Franconia-Springfield,0.25
Vienna,Gallery Place-Chinatown,0.25
Vienna,Georgia Avenue-Petworth,0.25
Vienna,Glenmont,0.125
Vienna,Grosvenor,0.25
Vienna,King Street,0.125
Vienna,Largo Town Center,0.25
Vienna,McPherson Square,2.375
Vienna,Metro Center,1.125
Vienna,Minnesota Avenue,0.375
Vienna,Mt. Vernon Square-UDC,0.5
Vienna,Navy Yard,0.125
Vienna,Naylor Road,0.25
Vienna,New Carrollton,0.875
Vienna,New York Ave,0.5
Vienna,Pentagon City,0.375
Vienna,Reagan Washington National Airport,0.375
Vienna,Rhode Island Avenue,0.125
Vienna,Rockville,0.125
Vienna,Rosslyn,1.0
Vienna,Shady Grove,0.25
Vienna,Shaw-Howard University,0.125
Vienna,Silver Spring,0.375
Vienna,Southern Avenue,0.25
Vienna,Stadium-Armory,0.5
Vienna,Suitland,0.25
Vienna,Takoma,0.25
Vienna,Tenleytown-AU,0.125
Vienna,U Street-Cardozo,0.625
Vienna,Union Station,0.625
Vienna,Van Dorn Street,0.25
Vienna,Vienna,10.0
Vienna,Virginia Square-GMU,0.75
Vienna,Waterfront,0.375
Vienna,West Falls Church,1.375
Vienna,Wheaton,0.125
Vienna,White Flint,0.125
Vienna,Woodley Park-Zoo,0.375
Virginia Square-GMU,Bethesda,0.125
Virginia Square-GMU,Braddock Road,0.5
Virginia Square-GMU,Branch Avenue,0.125
Virginia Square-GMU,Brookland,0.125
Virginia Square-GMU,Capitol South,0.75
Virginia Square-GMU,Clarendon,1.0
Virginia Square-GMU,Cleveland Park,0.125
Virginia Square-GMU,Columbia Heights,0.75
Virginia Square-GMU,Court House,1.625
Virginia Square-GMU,Crystal City,0.125
Virginia Square-GMU,Dunn Loring,1.125
Virginia Square-GMU,Dupont Circle,0.375
Virginia Square-GMU,East Falls Church,1.5
Virginia Square-GMU,Eastern Market,1.375
Virginia Square-GMU,Eisenhower Avenue,0.25
Virginia Square-GMU,Farragut West,0.75
Virginia Square-GMU,Foggy Bottom,1.25
Virginia Square-GMU,Forest Glen,0.25
Virginia Square-GMU,Fort Totten,0.375
Virginia Square-GMU,Franconia-Springfield,0.25
Virginia Square-GMU,Friendship Heights,0.25
Virginia Square-GMU,Grosvenor,0.125
Virginia Square-GMU,Huntington,0.375
Virginia Square-GMU,King Street,1.375
Virginia Square-GMU,Landover,0.125
Virginia Square-GMU,McPherson Square,2.0
Virginia Square-GMU,Metro Center,0.75
Virginia Square-GMU,Naylor Road,0.125
Virginia Square-GMU,Pentagon,0.25
Virginia Square-GMU,Pentagon City,0.5
Virginia Square-GMU,Potomac Avenue,0.125
Virginia Square-GMU,Rosslyn,0.875
Virginia Square-GMU,Shady Grove,0.25
Virginia Square-GMU,Shaw-Howard University,0.125
Virginia Square-GMU,Silver Spring,0.125
Virginia Square-GMU,Smithsonian,1.25
Virginia Square-GMU,Stadium-Armory,0.25
Virginia Square-GMU,Takoma,0.125
Virginia Square-GMU,Tenleytown-AU,0.125
Virginia Square-GMU,Twinbrook,0.125
Virginia Square-GMU,Union Station,0.5
Virginia Square-GMU,Van Dorn Street,0.25
Virginia Square-GMU,Vienna,1.375
Virginia Square-GMU,Virginia Square-GMU,2.5
Virginia Square-GMU,West Falls Church,0.75
Virginia Square-GMU,West Hyattsville,0.125
Waterfront,Addison Road,0.375
Waterfront,Anacostia,7.625
Waterfront,Archives-Navy Memorial,0.75
Waterfront,Ballston,0.875
Waterfront,Benning Road,3.875
Waterfront,Braddock Road,1.0
Waterfront,Branch Avenue,0.875
Waterfront,Brookland,0.375
Waterfront,Capitol Heights,1.25
Waterfront,Capitol South,0.125
Waterfront,Cleveland Park,0.5
Waterfront,College Park-U of MD,0.625
Waterfront,Columbia Heights,9.375
Waterfront,Congress Heights,1.875
Waterfront,Court House,0.875
Waterfront,Crystal City,0.625
Waterfront,Deanwood,0.5
Waterfront,Dunn Loring,0.25
Waterfront,Dupont Circle,1.5
Waterfront,East Falls Church,1.0
Waterfront,Eastern Market,2.25
Waterfront,Eisenhower Avenue,0.5
Waterfront,Farragut North,0.5
Waterfront,Federal Center SW,0.25
Waterfront,Federal Triangle,0.125
Waterfront,Foggy Bottom,0.75
Waterfront,Forest Glen,0.375
Waterfront,Fort Totten,4.75
Waterfront,Franconia-Springfield,0.625
Waterfront,Friendship Heights,0.875
Waterfront,Gallery Place-Chinatown,9.375
Waterfront,Georgia Avenue-Petworth,4.75
Waterfront,Glenmont,0.75
Waterfront,Greenbelt,0.125
Waterfront,Grosvenor,1.375
Waterfront,Huntington,2.125
Waterfront,King Street,1.625
Waterfront,L'Enfant Plaza,0.5
Waterfront,Landover,0.125
Waterfront,Largo Town Center,1.0
Waterfront,McPherson Square,0.5
Waterfront,Metro Center,0.375
Waterfront,Minnesota Avenue,0.75
Waterfront,Mt. Vernon Square-UDC,1.75
Waterfront,Navy Yard,2.25
Waterfront,Naylor Road,2.5
Waterfront,New Carrollton,0.375
Waterfront,New York Ave,0.5
Waterfront,Pentagon,0.25
Waterfront,Pentagon City,1.625
Waterfront,Potomac Avenue,0.625
Waterfront,Prince George's Plaza,1.25
Waterfront,Reagan Washington National Airport,0.125
Waterfront,Rhode Island Avenue,1.0
Waterfront,Rockville,0.875
Waterfront,Rosslyn,0.25
Waterfront,Shady Grove,0.875
Waterfront,Shaw-Howard University,3.125
Waterfront,Silver Spring,1.625
Waterfront,Southern Avenue,2.875
Waterfront,Stadium-Armory,0.625
Waterfront,Suitland,3.5
Waterfront,Takoma,0.5
Waterfront,Tenleytown-AU,0.875
Waterfront,Twinbrook,0.625
Waterfront,U Street-Cardozo,6.5
Waterfront,Union Station,1.0
Waterfront,Van Dorn Street,0.375
Waterfront,Van Ness-UDC,1.0
Waterfront,Vienna,0.375
Waterfront,Virginia Square-GMU,0.125
Waterfront,Waterfront,3.125
Waterfront,West Falls Church,0.75
Waterfront,West Hyattsville,1.0
Waterfront,Wheaton,0.25
Waterfront,White Flint,0.25
Waterfront,Woodley Park-Zoo,0.625
West Falls Church,Ballston,1.5
West Falls Church,Braddock Road,0.125
West Falls Church,Branch Avenue,0.25
West Falls Church,Capitol Heights,0.125
West Falls Church,Capitol South,0.125
West Falls Church,Cheverly,0.25
West Falls Church,Clarendon,0.625
West Falls Church,College Park-U of MD,0.125
West Falls Church,Columbia Heights,0.375
West Falls Church,Court House,0.75
West Falls Church,Crystal City,0.375
West Falls Church,Deanwood,0.25
West Falls Church,Dunn Loring,1.375
West Falls Church,Dupont Circle,0.25
West Falls Church,East Falls Church,1.0
West Falls Church,Eastern Market,0.125
West Falls Church,Farragut North,0.125
West Falls Church,Farragut West,1.0
West Falls Church,Foggy Bottom,1.0
West Falls Church,Fort Totten,0.5
West Falls Church,Friendship Heights,0.5
West Falls Church,Gallery Place-Chinatown,0.25
West Falls Church,Georgia Avenue-Petworth,0.5
West Falls Church,Huntington,0.25
West Falls Church,McPherson Square,1.375
West Falls Church,Medical Center,0.125
West Falls Church,Metro Center,0.875
West Falls Church,Mt. Vernon Square-UDC,0.375
West Falls Church,New York Ave,0.875
West Falls Church,Reagan Washington National Airport,0.125
West Falls Church,Rockville,0.125
West Falls Church,Rosslyn,0.25
West Falls Church,Shady Grove,0.375
West Falls Church,Silver Spring,0.375
West Falls Church,Southern Avenue,0.125
West Falls Church,Suitland,0.125
West Falls Church,Twinbrook,0.125
West Falls Church,U Street-Cardozo,0.125
West Falls Church,Union Station,0.125
West Falls Church,Van Dorn Street,0.125
West Falls Church,Van Ness-UDC,0.125
West Falls Church,Vienna,3.0
West Falls Church,Virginia Square-GMU,0.125
West Falls Church,West Falls Church,2.375
West Falls Church,Woodley Park-Zoo,0.75
West Hyattsville,Addison Road,0.125
West Hyattsville,Anacostia,0.5
West Hyattsville,Branch Avenue,0.625
West Hyattsville,Brookland,0.25
West Hyattsville,College Park-U of MD,1.75
West Hyattsville,Columbia Heights,2.25
West Hyattsville,Congress Heights,0.375
West Hyattsville,Deanwood,0.125
West Hyattsville,Eastern Market,0.25
West Hyattsville,Forest Glen,0.25
West Hyattsville,Fort Totten,1.75
West Hyattsville,Gallery Place-Chinatown,0.625
West Hyattsville,Georgia Avenue-Petworth,0.75
West Hyattsville,Glenmont,0.25
West Hyattsville,Greenbelt,1.25
West Hyattsville,King Street,0.25
West Hyattsville,Landover,0.125
West Hyattsville,Largo Town Center,0.25
West Hyattsville,Minnesota Avenue,0.25
West Hyattsville,Mt. Vernon Square-UDC,0.5
West Hyattsville,Navy Yard,0.125
West Hyattsville,Naylor Road,0.625
West Hyattsville,New York Ave,0.25
West Hyattsville,Pentagon City,0.5
West Hyattsville,Potomac Avenue,0.5
West Hyattsville,Prince George's Plaza,0.875
West Hyattsville,Reagan Washington National Airport,0.125
West Hyattsville,Rhode Island Avenue,0.5
West Hyattsville,Rosslyn,0.125
West Hyattsville,Shady Grove,0.25
West Hyattsville,Shaw-Howard University,0.625
West Hyattsville,Silver Spring,0.125
West Hyattsville,Southern Avenue,0.125
West Hyattsville,Suitland,0.5
West Hyattsville,U Street-Cardozo,1.625
West Hyattsville,Union Station,0.125
West Hyattsville,Van Ness-UDC,0.25
West Hyattsville,West Hyattsville,1.875
West Hyattsville,Wheaton,0.375
Wheaton,Addison Road,0.25
Wheaton,Anacostia,0.125
Wheaton,Bethesda,0.125
Wheaton,Braddock Road,0.125
Wheaton,Branch Avenue,0.125
Wheaton,Brookland,1.25
Wheaton,Clarendon,0.125
Wheaton,Cleveland Park,0.125
Wheaton,College Park-U of MD,0.25
Wheaton,Columbia Heights,1.0
Wheaton,Congress Heights,0.125
Wheaton,Crystal City,0.125
Wheaton,Deanwood,0.125
Wheaton,Dupont Circle,1.0
Wheaton,East Falls Church,0.125
Wheaton,Farragut North,0.25
Wheaton,Farragut West,0.25
Wheaton,Forest Glen,0.625
Wheaton,Fort Totten,2.375
Wheaton,Friendship Heights,0.125
Wheaton,Gallery Place-Chinatown,1.125
Wheaton,Georgia Avenue-Petworth,0.625
Wheaton,Glenmont,6.75
Wheaton,Greenbelt,0.375
Wheaton,Huntington,0.125
Wheaton,Judiciary Square,0.125
Wheaton,McPherson Square,0.25
Wheaton,Metro Center,0.75
Wheaton,Minnesota Avenue,0.25
Wheaton,Mt. Vernon Square-UDC,0.25
Wheaton,Naylor Road,0.125
Wheaton,New Carrollton,0.875
Wheaton,New York Ave,1.375
Wheaton,Pentagon City,0.125
Wheaton,Potomac Avenue,0.125
Wheaton,Prince George's Plaza,0.5
Wheaton,Rhode Island Avenue,0.75
Wheaton,Rosslyn,0.375
Wheaton,Shady Grove,0.625
Wheaton,Shaw-Howard University,0.125
Wheaton,Silver Spring,3.125
Wheaton,Southern Avenue,0.625
Wheaton,Suitland,0.25
Wheaton,Takoma,1.375
Wheaton,Tenleytown-AU,0.125
Wheaton,Twinbrook,0.125
Wheaton,U Street-Cardozo,1.0
Wheaton,Union Station,1.0
Wheaton,Van Dorn Street,0.125
Wheaton,Van Ness-UDC,0.25
Wheaton,Vienna,0.25
Wheaton,West Falls Church,0.25
Wheaton,West Hyattsville,0.625
Wheaton,Wheaton,2.125
Wheaton,White Flint,0.125
Wheaton,Woodley Park-Zoo,1.125
White Flint,Addison Road,0.375
White Flint,Anacostia,0.375
White Flint,Ballston,0.75
White Flint,Benning Road,0.25
White Flint,Bethesda,2.5
White Flint,Branch Avenue,0.375
White Flint,Brookland,0.25
White Flint,Cleveland Park,0.875
White Flint,Columbia Heights,1.0
White Flint,Deanwood,0.125
White Flint,Dunn Loring,0.25
White Flint,Dupont Circle,1.75
White Flint,East Falls Church,0.125
White Flint,Eastern Market,1.0
White Flint,Eisenhower Avenue,0.125
White Flint,Farragut North,0.5
White Flint,Forest Glen,0.125
White Flint,Fort Totten,2.0
White Flint,Friendship Heights,2.375
White Flint,Gallery Place-Chinatown,1.25
White Flint,Georgia Avenue-Petworth,0.25
White Flint,Glenmont,0.5
White Flint,Grosvenor,0.375
White Flint,King Street,0.25
White Flint,Landover,0.5
White Flint,Largo Town Center,0.375
White Flint,Metro Center,0.25
White Flint,Mt. Vernon Square-UDC,0.875
White Flint,Naylor Road,0.25
White Flint,New Carrollton,0.75
White Flint,New York Ave,0.5
White Flint,Pentagon City,0.125
White Flint,Potomac Avenue,0.5
White Flint,Prince George's Plaza,0.375
White Flint,Reagan Washington National Airport,0.125
White Flint,Rhode Island Avenue,0.375
White Flint,Rockville,5.375
White Flint,Rosslyn,0.25
White Flint,Shady Grove,4.5
White Flint,Shaw-Howard University,0.875
White Flint,Silver Spring,0.375
White Flint,Southern Avenue,0.375
White Flint,Suitland,0.125
White Flint,Takoma,0.125
White Flint,Tenleytown-AU,0.625
White Flint,Twinbrook,2.75
White Flint,U Street-Cardozo,0.875
White Flint,Union Station,1.375
White Flint,Van Dorn Street,0.125
White Flint,Van Ness-UDC,0.875
White Flint,Virginia Square-GMU,0.125
White Flint,West Hyattsville,0.125
White Flint,Wheaton,0.375
White Flint,White Flint,1.625
White Flint,Woodley Park-Zoo,1.5
Woodley Park-Zoo,Addison Road,1.375
Woodley Park-Zoo,Anacostia,1.875
Woodley Park-Zoo,Ballston,7.5
Woodley Park-Zoo,Benning Road,1.0
Woodley Park-Zoo,Bethesda,38.875
Woodley Park-Zoo,Braddock Road,1.0
Woodley Park-Zoo,Branch Avenue,3.375
Woodley Park-Zoo,Brookland,3.625
Woodley Park-Zoo,Capitol Heights,0.5
Woodley Park-Zoo,Capitol South,0.25
Woodley Park-Zoo,Cheverly,1.5
Woodley Park-Zoo,Clarendon,2.5
Woodley Park-Zoo,Cleveland Park,4.875
Woodley Park-Zoo,College Park-U of MD,2.5
Woodley Park-Zoo,Columbia Heights,0.5
Woodley Park-Zoo,Congress Heights,0.875
Woodley Park-Zoo,Court House,3.625
Woodley Park-Zoo,Crystal City,4.375
Woodley Park-Zoo,Deanwood,0.25
Woodley Park-Zoo,Dunn Loring,4.0
Woodley Park-Zoo,Dupont Circle,12.125
Woodley Park-Zoo,East Falls Church,5.875
Woodley Park-Zoo,Eastern Market,2.5
Woodley Park-Zoo,Eisenhower Avenue,0.875
Woodley Park-Zoo,Farragut North,5.125
Woodley Park-Zoo,Federal Center SW,0.125
Woodley Park-Zoo,Foggy Bottom,2.375
Woodley Park-Zoo,Forest Glen,2.375
Woodley Park-Zoo,Fort Totten,6.75
Woodley Park-Zoo,Franconia-Springfield,5.25
Woodley Park-Zoo,Friendship Heights,20.625
Woodley Park-Zoo,Gallery Place-Chinatown,7.75
Woodley Park-Zoo,Georgia Avenue-Petworth,0.875
Woodley Park-Zoo,Glenmont,7.0
Woodley Park-Zoo,Greenbelt,1.5
Woodley Park-Zoo,Grosvenor,35.25
Woodley Park-Zoo,Huntington,2.25
Woodley Park-Zoo,Judiciary Square,1.375
Woodley Park-Zoo,King Street,5.0
Woodley Park-Zoo,L'Enfant Plaza,0.25
Woodley Park-Zoo,Landover,1.375
Woodley Park-Zoo,Largo Town Center,2.25
Woodley Park-Zoo,McPherson Square,0.25
Woodley Park-Zoo,Medical Center,3.625
Woodley Park-Zoo,Metro Center,5.875
Woodley Park-Zoo,Minnesota Avenue,0.25
Woodley Park-Zoo,Morgan Blvd.,0.5
Woodley Park-Zoo,Mt. Vernon Square-UDC,0.875
Woodley Park-Zoo,Navy Yard,1.125
Woodley Park-Zoo,Naylor Road,1.25
Woodley Park-Zoo,New Carrollton,6.875
Woodley Park-Zoo,New York Ave,5.375
Woodley Park-Zoo,Pentagon,1.75
Woodley Park-Zoo,Pentagon City,5.125
Woodley Park-Zoo,Potomac Avenue,1.75
Woodley Park-Zoo,Prince George's Plaza,1.5
Woodley Park-Zoo,Reagan Washington National Airport,1.0
Woodley Park-Zoo,Rhode Island Avenue,2.25
Woodley Park-Zoo,Rockville,18.5
Woodley Park-Zoo,Rosslyn,5.875
Woodley Park-Zoo,Shady Grove,38.625
Woodley Park-Zoo,Shaw-Howard University,0.375
Woodley Park-Zoo,Silver Spring,20.625
Woodley Park-Zoo,Southern Avenue,1.375
Woodley Park-Zoo,Stadium-Armory,0.625
Woodley Park-Zoo,Suitland,4.0
Woodley Park-Zoo,Takoma,6.125
Woodley Park-Zoo,Tenleytown-AU,24.5
Woodley Park-Zoo,Twinbrook,15.625
Woodley Park-Zoo,U Street-Cardozo,0.625
Woodley Park-Zoo,Union Station,11.625
Woodley Park-Zoo,Van Dorn Street,3.25
Woodley Park-Zoo,Van Ness-UDC,18.625
Woodley Park-Zoo,Vienna,12.75
Woodley Park-Zoo,Virginia Square-GMU,1.5
Woodley Park-Zoo,Waterfront,0.875
Woodley Park-Zoo,West Falls Church,2.125
Woodley Park-Zoo,West Hyattsville,0.375
Woodley Park-Zoo,Wheaton,4.875
Woodley Park-Zoo,White Flint,12.875
