ent_station,ext_station,riders_average_weekday_late_night,trip_length
vienna,mcpherson square,2.375,11
vienna,metro center,1.125,12
vienna,minnesota avenue,0.375,17
vienna,mount vernon square,0.5,14
vienna,navy yard ballpark,0.125,13
vienna,naylor road,0.25,17
vienna,new carrollton,0.875,21
vienna,noma gallaudet u,0.5,16
vienna,pentagon city,0.375,11
vienna,national airport,0.375,13
vienna,rhode island avenue,0.125,17
vienna,rockville,0.125,25
vienna,rosslyn,1.0,8
vienna,shady grove,0.25,26
vienna,shaw howard university,0.125,15
vienna,silver spring,0.375,21
vienna,southern avenue,0.25,16
vienna,stadium armory,0.5,16
vienna,suitland,0.25,18
vienna,takoma,0.25,20
vienna,tenleytown au,0.125,18
vienna,u street,0.625,16
vienna,union station,0.625,15
vienna,van dorn street,0.25,17
vienna,vienna,10.0,0
vienna,virginia square gmu,0.75,5
vienna,waterfront,0.375,12
vienna,west falls church,1.375,2
vienna,wheaton,0.125,23
vienna,north bethesda,0.125,23
vienna,woodley park,0.375,15
virginia square gmu,bethesda,0.125,15
virginia square gmu,braddock road,0.5,10
virginia square gmu,branch avenue,0.125,14
virginia square gmu,brookland cua,0.125,13
virginia square gmu,capitol south,0.75,8
virginia square gmu,clarendon,1.0,1
virginia square gmu,cleveland park,0.125,11
virginia square gmu,columbia heights,0.75,12
virginia square gmu,court house,1.625,2
virginia square gmu,crystal city,0.125,7
virginia square gmu,dunn loring,1.125,4
virginia square gmu,dupont circle,0.375,9
virginia square gmu,east falls church,1.5,2
virginia square gmu,eastern market,1.375,9
virginia square gmu,eisenhower avenue,0.25,12
virginia square gmu,farragut west,0.75,5
virginia square gmu,foggy bottom gwu,1.25,4
virginia square gmu,forest glen,0.25,17
virginia square gmu,fort totten,0.375,14
virginia square gmu,franconia springfield,0.25,13
virginia square gmu,friendship heights,0.25,14
virginia square gmu,grosvenor strathmore,0.125,17
virginia square gmu,huntington,0.375,13
virginia square gmu,king street old town,1.375,11
virginia square gmu,landover,0.125,15
virginia square gmu,mcpherson square,2.0,6
virginia square gmu,metro center,0.75,7
virginia square gmu,naylor road,0.125,12
virginia square gmu,pentagon,0.25,5
virginia square gmu,pentagon city,0.5,6
virginia square gmu,potomac avenue,0.125,10
virginia square gmu,rosslyn,0.875,3
virginia square gmu,shady grove,0.25,21
virginia square gmu,shaw howard university,0.125,10
virginia square gmu,silver spring,0.125,16
virginia square gmu,smithsonian,1.25,7
virginia square gmu,stadium armory,0.25,11
virginia square gmu,takoma,0.125,15
virginia square gmu,tenleytown au,0.125,13
virginia square gmu,twinbrook,0.125,19
virginia square gmu,union station,0.5,10
virginia square gmu,van dorn street,0.25,12
virginia square gmu,vienna,1.375,5
virginia square gmu,virginia square gmu,2.5,0
virginia square gmu,west falls church,0.75,3
virginia square gmu,west hyattsville,0.125,15
waterfront,addison road,0.375,9
waterfront,anacostia,7.625,2
waterfront,archives,0.75,2
waterfront,ballston-mu,0.875,8
waterfront,benning road,3.875,7
waterfront,braddock road,1.0,7
waterfront,branch avenue,0.875,7
waterfront,brookland cua,0.375,8
waterfront,capitol heights,1.25,8
waterfront,capitol south,0.125,3
waterfront,cleveland park,0.5,8
waterfront,college park university of maryland,0.625,12
waterfront,columbia heights,9.375,7
waterfront,congress heights,1.875,3
waterfront,court house,0.875,5
waterfront,crystal city,0.625,4
waterfront,deanwood,0.5,8
waterfront,dunn loring,0.25,11
waterfront,dupont circle,1.5,6
waterfront,east falls church,1.0,9
waterfront,eastern market,2.25,4
waterfront,eisenhower avenue,0.5,9
waterfront,farragut north,0.5,5
waterfront,federal center sw,0.25,2
waterfront,federal triangle,0.125,3
waterfront,foggy bottom gwu,0.75,5
waterfront,forest glen,0.375,12
waterfront,fort totten,4.75,9
waterfront,franconia springfield,0.625,10
waterfront,friendship heights,0.875,11
waterfront,gallery place,9.375,3
waterfront,georgia avenue petworth,4.75,8
waterfront,glenmont,0.75,14
waterfront,greenbelt,0.125,13
waterfront,grosvenor strathmore,1.375,14
waterfront,huntington,2.125,10
waterfront,king street old town,1.625,8
waterfront,l'enfant plaza,0.5,1
waterfront,landover,0.125,10
waterfront,largo,1.0,11
waterfront,mcpherson square,0.5,5
waterfront,metro center,0.375,4
waterfront,minnesota avenue,0.75,7
waterfront,mount vernon square,1.75,4
waterfront,navy yard ballpark,2.25,1
waterfront,naylor road,2.5,5
waterfront,new carrollton,0.375,11
waterfront,noma gallaudet u,0.5,6
waterfront,pentagon,0.25,2
waterfront,pentagon city,1.625,3
waterfront,potomac avenue,0.625,5
waterfront,hyattsville crossing,1.25,11
waterfront,national airport,0.125,5
waterfront,rhode island avenue,1.0,7
waterfront,rockville,0.875,17
waterfront,rosslyn,0.25,4
waterfront,shady grove,0.875,18
waterfront,shaw howard university,3.125,5
waterfront,silver spring,1.625,11
waterfront,southern avenue,2.875,4
waterfront,stadium armory,0.625,6
waterfront,suitland,3.5,6
waterfront,takoma,0.5,10
waterfront,tenleytown au,0.875,10
waterfront,twinbrook,0.625,16
waterfront,u street,6.5,6
waterfront,union station,1.0,5
waterfront,van dorn street,0.375,9
waterfront,van ness udc,1.0,9
waterfront,vienna,0.375,12
waterfront,virginia square gmu,0.125,7
waterfront,waterfront,3.125,0
waterfront,west falls church,0.75,10
waterfront,west hyattsville,1.0,10
waterfront,wheaton,0.25,13
waterfront,north bethesda,0.25,15
waterfront,woodley park,0.625,7
west falls church,ballston-mu,1.5,2
west falls church,braddock road,0.125,13
west falls church,branch avenue,0.25,17
west falls church,capitol heights,0.125,16
west falls church,capitol south,0.125,11
west falls church,cheverly,0.25,17
west falls church,clarendon,0.625,4
west falls church,college park university of maryland,0.125,20
west falls church,columbia heights,0.375,15
west falls church,court house,0.75,5
west falls church,crystal city,0.375,10
west falls church,deanwood,0.25,16
west falls church,dunn loring,1.375,1
west falls church,dupont circle,0.25,12
west falls church,east falls church,1.0,1
west falls church,eastern market,0.125,12
west falls church,farragut north,0.125,11
west falls church,farragut west,1.0,8
west falls church,foggy bottom gwu,1.0,7
west falls church,fort totten,0.5,17
west falls church,friendship heights,0.5,17
west falls church,gallery place,0.25,11
west falls church,georgia avenue petworth,0.5,16
west falls church,huntington,0.25,16
west falls church,mcpherson square,1.375,9
west falls church,medical center,0.125,19
west falls church,metro center,0.875,10
west falls church,mount vernon square,0.375,12
west falls church,noma gallaudet u,0.875,14
west falls church,national airport,0.125,11
west falls church,rockville,0.125,23
west falls church,rosslyn,0.25,6
west falls church,shady grove,0.375,24
west falls church,silver spring,0.375,19
west falls church,southern avenue,0.125,14
west falls church,suitland,0.125,16
west falls church,twinbrook,0.125,22
west falls church,u street,0.125,14
west falls church,union station,0.125,13
west falls church,van dorn street,0.125,15
west falls church,van ness udc,0.125,15
west falls church,vienna,3.0,2
west falls church,virginia square gmu,0.125,3
west falls church,west falls church,2.375,0
west falls church,woodley park,0.75,13
west hyattsville,addison road,0.125,17
west hyattsville,anacostia,0.5,12
west hyattsville,branch avenue,0.625,17
west hyattsville,brookland cua,0.25,2
west hyattsville,college park university of maryland,1.75,2
west hyattsville,columbia heights,2.25,3
west hyattsville,congress heights,0.375,13
west hyattsville,deanwood,0.125,16
west hyattsville,eastern market,0.25,12
west hyattsville,forest glen,0.25,4
west hyattsville,fort totten,1.75,1
west hyattsville,gallery place,0.625,7
west hyattsville,georgia avenue petworth,0.75,2
west hyattsville,glenmont,0.25,6
west hyattsville,greenbelt,1.25,3
west hyattsville,king street old town,0.25,16
west hyattsville,landover,0.125,18
west hyattsville,largo,0.25,19
west hyattsville,minnesota avenue,0.25,15
west hyattsville,mount vernon square,0.5,6
west hyattsville,navy yard ballpark,0.125,11
west hyattsville,naylor road,0.625,15
west hyattsville,noma gallaudet u,0.25,4
west hyattsville,pentagon city,0.5,11
west hyattsville,potomac avenue,0.5,13
west hyattsville,hyattsville crossing,0.875,1
west hyattsville,national airport,0.125,13
west hyattsville,rhode island avenue,0.5,3
west hyattsville,rosslyn,0.125,12
west hyattsville,shady grove,0.25,22
west hyattsville,shaw howard university,0.625,5
west hyattsville,silver spring,0.125,3
west hyattsville,southern avenue,0.125,14
west hyattsville,suitland,0.5,16
west hyattsville,u street,1.625,4
west hyattsville,union station,0.125,5
west hyattsville,van ness udc,0.25,13
west hyattsville,west hyattsville,1.875,0
west hyattsville,wheaton,0.375,5
wheaton,addison road,0.25,20
wheaton,anacostia,0.125,15
wheaton,bethesda,0.125,19
wheaton,braddock road,0.125,18
wheaton,branch avenue,0.125,20
wheaton,brookland cua,1.25,5
wheaton,clarendon,0.125,17
wheaton,cleveland park,0.125,15
wheaton,college park university of maryland,0.25,7
wheaton,columbia heights,1.0,6
wheaton,congress heights,0.125,16
wheaton,crystal city,0.125,15
wheaton,deanwood,0.125,19
wheaton,dupont circle,1.0,13
wheaton,east falls church,0.125,20
wheaton,farragut north,0.25,12
wheaton,farragut west,0.25,13
wheaton,forest glen,0.625,1
wheaton,fort totten,2.375,4
wheaton,friendship heights,0.125,18
wheaton,gallery place,1.125,10
wheaton,georgia avenue petworth,0.625,5
wheaton,glenmont,6.75,1
wheaton,greenbelt,0.375,8
wheaton,huntington,0.125,21
wheaton,judiciary square,0.125,9
wheaton,mcpherson square,0.25,12
wheaton,metro center,0.75,11
wheaton,minnesota avenue,0.25,18
wheaton,mount vernon square,0.25,9
wheaton,naylor road,0.125,18
wheaton,new carrollton,0.875,22
wheaton,noma gallaudet u,1.375,7
wheaton,pentagon city,0.125,14
wheaton,potomac avenue,0.125,16
wheaton,hyattsville crossing,0.5,6
wheaton,rhode island avenue,0.75,6
wheaton,rosslyn,0.375,15
wheaton,shady grove,0.625,25
wheaton,shaw howard university,0.125,8
wheaton,silver spring,3.125,2
wheaton,southern avenue,0.625,17
wheaton,suitland,0.25,19
wheaton,takoma,1.375,3
wheaton,tenleytown au,0.125,17
wheaton,twinbrook,0.125,23
wheaton,u street,1.0,7
wheaton,union station,1.0,8
wheaton,van dorn street,0.125,20
wheaton,van ness udc,0.25,16
wheaton,vienna,0.25,23
wheaton,west falls church,0.25,21
wheaton,west hyattsville,0.625,5
wheaton,wheaton,2.125,0
wheaton,north bethesda,0.125,22
wheaton,woodley park,1.125,14
north bethesda,addison road,0.375,22
north bethesda,anacostia,0.375,17
north bethesda,ballston-mu,0.75,19
north bethesda,benning road,0.25,20
north bethesda,bethesda,2.5,3
north bethesda,branch avenue,0.375,22
north bethesda,brookland cua,0.25,17
north bethesda,cleveland park,0.875,7
north bethesda,columbia heights,1.0,16
north bethesda,deanwood,0.125,21
north bethesda,dunn loring,0.25,22
north bethesda,dupont circle,1.75,9
north bethesda,east falls church,0.125,20
north bethesda,eastern market,1.0,17
north bethesda,eisenhower avenue,0.125,22
north bethesda,farragut north,0.5,10
north bethesda,forest glen,0.125,21
north bethesda,fort totten,2.0,18
north bethesda,friendship heights,2.375,4
north bethesda,gallery place,1.25,12
north bethesda,georgia avenue petworth,0.25,17
north bethesda,glenmont,0.5,23
north bethesda,grosvenor strathmore,0.375,1
north bethesda,king street old town,0.25,21
north bethesda,landover,0.5,23
north bethesda,largo,0.375,24
north bethesda,metro center,0.25,11
north bethesda,mount vernon square,0.875,13
north bethesda,naylor road,0.25,20
north bethesda,new carrollton,0.75,24
north bethesda,noma gallaudet u,0.5,15
north bethesda,pentagon city,0.125,16
north bethesda,potomac avenue,0.5,18
north bethesda,hyattsville crossing,0.375,20
north bethesda,national airport,0.125,18
north bethesda,rhode island avenue,0.375,16
north bethesda,rockville,5.375,2
north bethesda,rosslyn,0.25,15
north bethesda,shady grove,4.5,3
north bethesda,shaw howard university,0.875,14
north bethesda,silver spring,0.375,20
north bethesda,southern avenue,0.375,19
north bethesda,suitland,0.125,21
north bethesda,takoma,0.125,19
north bethesda,tenleytown au,0.625,5
north bethesda,twinbrook,2.75,1
north bethesda,u street,0.875,15
north bethesda,union station,1.375,14
north bethesda,van dorn street,0.125,22
north bethesda,van ness udc,0.875,6
north bethesda,virginia square gmu,0.125,18
north bethesda,west hyattsville,0.125,19
north bethesda,wheaton,0.375,22
north bethesda,north bethesda,1.625,0
north bethesda,woodley park,1.5,8
woodley park,addison road,1.375,14
woodley park,anacostia,1.875,9
woodley park,ballston-mu,7.5,11
woodley park,benning road,1.0,12
woodley park,bethesda,38.875,5
woodley park,braddock road,1.0,12
woodley park,branch avenue,3.375,14
woodley park,brookland cua,3.625,9
woodley park,capitol heights,0.5,13
woodley park,capitol south,0.25,8
woodley park,cheverly,1.5,14
woodley park,clarendon,2.5,9
woodley park,cleveland park,4.875,1
woodley park,college park university of maryland,2.5,13
woodley park,columbia heights,0.5,8
woodley park,congress heights,0.875,10
woodley park,court house,3.625,8
woodley park,crystal city,4.375,9
woodley park,deanwood,0.25,13
woodley park,dunn loring,4.0,14
woodley park,dupont circle,12.125,1
woodley park,east falls church,5.875,12
woodley park,eastern market,2.5,9
woodley park,eisenhower avenue,0.875,14
woodley park,farragut north,5.125,2
woodley park,federal center sw,0.125,7
woodley park,foggy bottom gwu,2.375,6
woodley park,forest glen,2.375,13
woodley park,fort totten,6.75,10
woodley park,franconia springfield,5.25,15
woodley park,friendship heights,20.625,4
woodley park,gallery place,7.75,4
woodley park,georgia avenue petworth,0.875,9
woodley park,glenmont,7.0,15
woodley park,greenbelt,1.5,14
woodley park,grosvenor strathmore,35.25,7
woodley park,huntington,2.25,15
woodley park,judiciary square,1.375,5
woodley park,king street old town,5.0,13
woodley park,l'enfant plaza,0.25,6
woodley park,landover,1.375,15
woodley park,largo,2.25,16
woodley park,mcpherson square,0.25,4
woodley park,medical center,3.625,6
woodley park,metro center,5.875,3
woodley park,minnesota avenue,0.25,12
woodley park,morgan boulevard,0.5,15
